original_text,processed_text,cyberbullying_score,cyberbullying_word_count,label
Amin Sengkuni bisa apa rakyat sangat ga senang karena kataya orang Islam tp selalu menghina orang lain wujudya aja kaya manusia tp g ber ahlak,licik rakyat sangat senang kataya orang menghina orang wujudya aja kaya manusia ber ahlak,2.5,1,1
wong ruo cangkeme elek ki piye to,orang ruo mulut elek ini piye,0.0,0,0
Obat nya habis,obat nya habis,0.0,0,0
"Orang tua yg saya knl selama hidup saya, yg otaknya seperti iblis, dan sllu MEMPROVOKATOR yaitu amin rais... <br>I love you bapak ku jokowi, saya sangat merindukanmu... 😘",orang tua knl hidup otak iblis sllu provokator i love you ku sangat rindu,5.0,2,2
😂😂😂😂 Jarno ae bar Iki si Rais lak ngeleng dewe😂,jarno aja bar ini si lak ngeleng dewe,0.0,0,0
Orang gila ceramah😂😂😂,orang gila ceramah,4.0,1,2
Ngapain sih mbah amin,ngapain kakek,0.0,0,0
se 7 Mbah iss...,kakek,0.0,0,0
"Bener kata orang pinter/cerdas Amin Rais akan menjadi glandangan politik, sekarang biar tau rasa😂😂😂 .",orang pintar cerdas gelandangan politik biar,0.0,0,0
Kakean cangkem koen min amin,kakean mulut koen min,0.0,0,0
Mau ngmong apa amin mn org mau dgr..pelawak politik😊,ngmong mn orang dgr lawak politik,0.0,0,0
tuek-tuek pekok...eman-eman kopiahe,tua tua kok eman eman kopiahe,4.0,2,2
"Udah sepuh , mbokya cari jalan padang mbah ,",udah tua mbokya cari jalan padang kakek,2.0,1,1
"Dia akan jadi bahan bakar,,,,di neraka ,,tukang provokasi,,!!! Tobat amiiin!!!",dia bahan bakar neraka tukang provokasi taubat,8.0,2,2
Kenapa sekelas tribun kayak gini diupload diposting media massa jang pecah belah.,kelas tribun kayak diupload diposting media jang pecah belah,0.0,0,0
"Udah bau tanah,,,Mien,,,Mien,,,tobat,,,tobat,,,",udah bau tanah mien mien taubat taubat,2.0,1,1
Udah Pe&#39;a tua lagi 🤔😁😁😁😝🐒,udah pe a tua,2.0,1,1
Kasian opa ga tercapai cita-cita nya miris,kasi opa capai cita cita nya miris,0.0,0,0
dasar wong edan...otake rusak mugo2 enggal sadar..nek ora gek sadar mugo2 mlebu neroko tanpo di hisap...,dasar orang gila otake rusak mugo engal sadar nek gek sadar mugo mlebu neroko tanpo hisap,4.0,1,2
Tapi menurut kami manusia teburuk terjahat Ter busuk hatinya di dunia ini adalah Amin Rais si Sengkuni 😊,manusia teburuk terjahat ter busuk hati dunia ini si licik,5.5,2,2
Hoby fitnah&amp;gibah .ini termasuk manusia yg bangkrut di aherat nanti.dimana pahlanya.akan.habis.bagaikan.debu diatas.batu.hilang seketika tersapu amgin.,hoby fitnah gibah ini manusia bangkrut aherat mana pahlanya habis debu atas batu hilang sapu amgin,0.0,0,0
AAAAH..... MMMMOOOOZZZOOOOOXXXXX,ah mozox,0.0,0,0
Utek mu bosok min min,utek kamu bosok min min,0.0,0,0
Amin Rakus bin Dorna lagi mabok kecubung,serakah dorna mabok kecubung,0.0,0,0
HHHHHHH.... cocot mu min......Lo sendiri .... toxic...... sebagai bapak.... reformasi........wes to pak tua...... entar stroke........modar koe,h cocot kamu min kamu toxic reformasi tua entar stroke tinggal kamu,2.0,1,1
Betul banget 👍,sangat,0.0,0,0
Men kamu udah lanjut usia jangan sampe lepas<br>Dari rsj,kamu udah usia sampe lepas rsj,0.0,0,0
"owh, ternyata msh hidup to org ini.",owh hidup orang ini,0.0,0,0
Contoh manusia yg sudah membatu hatinya yg hitam legam dengki iri abadi . .,contoh manusia batu hati hitam legam dengki iri abadi,2.0,1,1
😂😂😂😂 dari dulu Pak amin rais membuat panggung lawak sendiri. Pemeran dagelan. Semoga umur panjang banget  untuk membuat hiburan. Kalaborasi sama cak Kartolo cocok. 😂😂😂😂,panggung lawak per dagel moga umur sangat hibur kalaborasi cak kartolo cocok,0.0,0,0
Kalo kamu gelandangan politik....,kamu gelandangan politik,0.0,0,0
mbah amin amin payah  luh,kakek payah luh,0.0,0,0
ngomong opo to leeekkk...leekkkk😅😅😅😅😅,ngomong lek lek,0.0,0,0
# <b>Waspadai...!!</b>  Beberapa sifat / karakter manusia spt : <b>Musang berbulu domba</b>,b waspada b sifat karakter manusia spt b musang bulu domba b,0.0,0,0
Pak Amin..pak Amin..ini sebuah adu domba atau dendam pribadi sih.kasian sudah tua tidak mencari kebaikan malah menunjukkan siapa dirinya yg sebenarnya,ini adu domba dendam pribadi kasi tua cari baik,2.0,1,1
Mbah Amin klo di bawa ke RSJ pasti obatnya dah g mempan....kasihan mbah Amin klo nanti matinya membawa kedengkian,kakek bawa rsj obat mempan kasihan kakek mati bawa dengki,5.0,1,2
Ingat ucapan gus dur  gelandangan lu min,ucap gelandangan kamu min,0.0,0,0
Dari dulu Amin ini Manusia paling busuk Hatinya...,ini manusia busuk hati,3.0,1,1
Ya udahlah klo presiden terburuk dari pada manusia terhina terkutuk tukang Fitnah&#39; 😂😂,ya udahlah presiden terburuk manusia hina terkutuk tukang fitnah,3.0,1,1
Kalau kamu mbah manusia terbusuk hati sedunia dan gelar gelandangan  berhati iblis dan selamat menunggu kehinaan dari Alloh.,kamu kakek manusia busuk hati dunia gelar gelandangan hati iblis selamat tunggu kehinan,6.0,2,2
sehat dan barokah selalu buat Mr Amin Rais,sehat barokah mr,0.0,0,0
Kalou pintar kmu .kmu sudah jd presiden kek tua,kalou pintar kamu kamu presiden tua,2.0,1,1
Gelandangan toksit negara uda bau tanah masih berhati busuk berhati tengel.,gelandangan toksit negara bau tanah hati busuk hati tengel,5.0,2,2
"Min......Kowe Ki wis meh mati, mbok golek dalan padhang....tuwek&#39;an goblok.",min kamu ini meh mati golek dal padhang tua an goblok,11.0,3,3
Memang betul yang dikatakan Amin Rais<br>Memang kenyataan seperti itu,nyata itu,0.0,0,0
Sengkunine yo wong iki rek,sengkunine iya orang ini rek,0.0,0,0
<b>Amiit amiit na&quot;uszubilah kog ada yaa orang dah tua bangka tp omonganya kyak gituh N heranya lg kog masih ada jg yg mengagumi mahluk tua kyaak si rais ini hmmmm astaqfirulloh</b>,b amit amit na kutip uszubilah kog ya orang tua bangka omonganya kyak gituh hanya kog kagum mahluk tua kyak si ini hm astaqfiruloh b,6.0,3,2
Maklum.....bar ucul seko RSJ,maklum bar ucul seko rsj,0.0,0,0
Amin Raes orang yang paling banyak omong,raes orang omong,0.0,0,0
Koe koyo asu minnn...,kamu anjing min,3.5,1,2
Orang tua Bangka mulut busuk,orang tua bangka mulut busuk,7.0,3,2
Kenapa mbah Amin selalu muncul pas ada Plipres....dan selalu mengganggu ketenteraman,kakek muncul pas plipres mengangu tenteram,0.0,0,0
"Ketua MPR terburuk, dengan mengesahkan amandemen UUD 45??????",ketua terburuk kesah amandemen uud,0.0,0,0
Benar pak...sangat setuju,sangat tuju,0.0,0,0
"Tunaikan janjimu Mbah, jalan kaki Jakarta-Jogja. Kalau perlu sambil ENGKLEK.",tunai janji kakek jalan kaki jakarta jogja engklek,0.0,0,0
😂😂😂😂 sakit,sakit,0.0,0,0
Dia tidak mampu tapi suka menjelek2kan orang..mungkin depresi akut..,dia suka jelek orang depresi akut,2.0,1,1
Jompo koplak,jompo koplak,0.0,0,0
Iblis apa yg ada dalam diri orang tua tsb,iblis orang tua tsb,5.0,2,2
"Sampean yg menjadi gelandangan politik, ungkap Gus Dur....terbukti busuknya Mbah amin",kamu gelandangan politik bukti busuk kakek,3.0,1,1
"Ngaca loe nyapres gagal kok nyinyir mulu, sadarlah sebelum koid",kaca loe nyapres gagal ngomong mulu sadar koid,0.0,0,0
"Mbah, semua rencanamu dan hasutanmu sejak periode pertama dan kedua utk melengserkan jokowi, mendemo jokowi dll sudah gagal total dan tidak pernah berhasil...saat ini jokowi sudah pensiun secara terhormat.<br>Sudah lah mbah...stop..berhenti berfikiran jelek, mbah amien lbh baik ibadah, jgn sampai semua amal baik dan ibadahmu hilang dan rontok gara2 kebencian dan kedengkian mu thd jokowi.",kakek rencana hasut periode lengser demo dll gagal total hasil ini pensiun hormat kakek stop henti berfikiran jelek kakek lbh ibadah amal ibadah hilang rontok gara benci dengki kamu thd,7.0,3,2
Sing ora seneng mung amin rais kok,neng mung,0.0,0,0
Bacot,bacot,0.0,0,0
"Orang macem apa kaya gini,,beragama,,tp Kya orang kesetanan",orang macem kaya agama kya orang setan,3.0,1,1
di mata amis rais gk ada yg bagus.terkecuali dia 😢😢,mata amis bagus kecuali dia,0.0,0,0
ODGJ  teman Sony pedot perlu perawatan di pak poer Lamongan,gila teman sony pedot awat poer lamongan,4.0,1,2
Assalamualaikum hei amin sdh tua kok nggak sadar banyak beribadah jangan slu dengki sama orang ingat umur nggak takut allah  setahu saya  pak jokowi itu orang baik seperti bung karno orang yg dengki krn nggak coba klu amin yg kepilih jadi apa rakyat indonesia ingat pakjokowi perjuangkan apa yg diambil oleh negara lain klu plonga plongo nggak disegani sma negara lain nggak keliru yg  tengil amin amin rais sdh bau tanah nggak tobat mudah mudaha menghina nanti akan dapat hidayahnya amin❤❤❤,asalamualaikum hei tua sadar ibadah slu dengki orang umur takut tahu itu orang karno orang dengki coba pilih rakyat indonesia pakjokowi juang ambil negara bingung bingung segani sma negara keliru menyebalkan bau tanah taubat mudah mudaha menghina hidayah,8.0,3,2
"Cangkemmu balik ke dirimu Min,",cangkemmu kamu min,0.0,0,0
"Orangnya berilmu pintar tapi tidak punya akhlak, adab dan etika akhirnya dianggap sampah bagi masyarakat provokator tidak punya harga diri lagi",orang beril pintar akhlak adab etika anggap sampah masyarakat provokator harga,0.0,0,0
"Coba ini orang sakit,, malu2 in,, udah tidak terpakai lagi eee malah kumat,,mulut nya bau 😅😅",coba ini orang sakit malu in udah pakai kumat mulut nya bau,2.0,1,1
Presiden joko widodo the best,presiden widodo the best,0.0,0,0
😂😂😂😂 preet,bohong,0.0,0,0
pertengahan kepemimpinan prabowo.....amin terkubur....,tengah pimpin kubur,0.0,0,0
Tua bangka sdh bau tanah tapi sifatnya tdk pernah berubah,tua bangka bau tanah sifat ubah,6.0,3,2
Cocot adu,cocot adu,0.0,0,0
Sdh  tua  barkata  lah  yg  baik  <br>jgn  selalu  menyalahkan orang  .,tua barkata salah orang,2.0,1,1
Sebetulnya anda yg bego...,bego,4.0,1,2
Nauzubillah..apa begini ciri  orang kena kutukan..susah tuk bertaubat.,nauzubilah ciri orang kena kutu susah tuk taubat,0.0,0,0
"kakek kakek yg ,dendamnya setengah hidup dan setengah waras,,kpd pak jokowi,,,lalu siapa kau kakek tua,,,,,ternyata politikus yg obral kebencian tapi tidak laku bacotanya,,,,,sedangkan janjinya jalan kaki jakarta jogya dia ingkari sendiri,,,",kakek kakek dendam hidup sehat kpd kau kakek tua politikus obral benci laku bacotanya janji jalan kaki jakarta jogya dia ingkar,5.0,2,2
"Dasar amin rais keturunan dajjal, tak punya akhlak.. neraka hidup2 seperti pres isrewel..😢",dasar turun dajjal akhlak neraka hidup pres isrewel,3.0,1,1
Angkat amin Raiso jadi duta besar Timur tengah,angkat raiso duta timur,0.0,0,0
Wis supuh ngasih conto yg bgs,supuh ngasih conto bgs,0.0,0,0
Tua tua pengen modar AKEH tingkah bacote tidak mendidik.<br>Bacote tua bangka,tua tua ken tinggal akeh tingkah bacote didik bacote tua bangka,8.0,4,2
Amin  ludah mu sampe habis .gk ad  orang percaya .,ludah kamu sampe habis ad orang percaya,0.0,0,0
Ini orang dak di Pake,ini orang dak pake,0.0,0,0
Jokowi itu presiden terbaik Indonesia mbah dan waktu jadi walikota terbaik no 2 sedunia karena terbaik no Spanyol no 2 Jokowi Indonesia dan ke 3 Australia,itu presiden baik indonesia kakek walikota baik no dunia baik no spanyol no indonesia australia,0.0,0,0
Biarin orang kaya gini Ndak usah didengar biarin dia setress selama hidupnya.,biarin orang kaya ndak dengar biarin dia tres hidup,0.0,0,0
Efek gak bisa jadi presiden jadi stress,efek presiden stres,0.0,0,0
"Urusen awak karo keluarga ae mbah mbah...wes talah politik cekne diurus kawula muda yg masih kuat, cerdas dan sat set bertindak.",urusen awak karo keluarga aja kakek kakek talah politik cekne urus kawula muda kuat cerdas sat set tindak,0.0,0,0
"😂Amien Rais,.....adalah  orang tua bangka paling nista sedunia,bajingan terjijik yang pernah ada.",orang tua bangka nista dunia bajing terjijik,4.0,2,2
Kake... Tengil,kake menyebalkan,4.0,1,2
"Ini kakek&quot; yg mananamkan kebencian pd rakyat, org tua terburuk ahlaknya di indonesia dasar sengkuni.",ini kakek kutip mananamkan benci pd rakyat orang tua terburuk ahlaknya indonesia dasar licik,7.5,3,2
Cocote lek omong sembarangan...,cocote lek omong sembarang,0.0,0,0
Gnamin rais memang perlu di kasih gelar  manusia terbusuk,gnamin kasih gelar manusia busuk,3.0,1,1
Amin rais koyo lowo raduwe harga diri,lowo raduwe harga,0.0,0,0
Amin Rais tambah stres ya . kesian masa tua jadi kena ajap.,stres ya kesi tua kena ajap,2.0,1,1
Inilah iblis yg berwujud manusia,ini iblis wujud manusia,3.0,1,1
emang luuuuuuu......merasa lebih baik dari orang lain.....njiiiiiiiir......ngaca lu.......,emang kamu orang njir kaca kamu,0.0,0,0
"Bebek lumpuh ini masih hidup to,",bebek lumpuh ini hidup,0.0,0,0
ANJING BABI JUGA TEGAS DAN KERAS MENGGONGGONG SAAT KELAPARAN!!!!,anjing babi keras gonggong lapar,7.0,2,2
"Wayahe tobat mbah....mbah, gelandangan politik",wayahe taubat kakek kakek gelandangan politik,0.0,0,0
Mantan ketua EMPER  yg gak ada prestasi,mantan ketua emper prestasi,0.0,0,0
"Dasar Amin ngrekes GK punya hati, Sengkuni.",dasar ngrekes hati licik,2.5,1,1
Sdh tua bukkanya istigfar. malah menghujat Masya Allah,tua buka menghujat masya,2.0,1,1
Amin debleng  tokoh terjelek di negri ini.,debleng tokoh terjelek negri ini,0.0,0,0
Klo kamu manusia penghasut bin pengkhianat se Indonesia.bobrok ahlalaknya se Indonesia.,kamu manusia hasut khianat indonesia bobrok ahlalaknya indonesia,0.0,0,0
Nggo sangu modar min,ngo sangu tinggal min,0.0,0,0
Stress depresi karena gak bisa jadi presiden <br>K A S I H A N,stres depresi presiden k a s i h a,0.0,0,0
Amin rais koplak,koplak,0.0,0,0
Amin rais orang setres hatinya bosok iri dan dengki,orang tres hati bosok iri dengki,0.0,0,0
Lo manusia terburuk di tanah indonesia amin tolol😊,kamu manusia terburuk tanah indonesia tolol,4.0,1,2
Amin rais anjiing....!!!!,anjing,3.5,1,2
Ini gelandangan politik kenapa sihh,ini gelandangan politik,0.0,0,0
Padahal dia berkata benar,dia,0.0,0,0
Yg terburuk itu mahluk sprti luuu rais pnuh dgn kdengkian di tolak bumi tar lu,terburuk itu mahluk sprti kamu pnuh kdengkian tolak bumi tar kamu,0.0,0,0
Wong tua NK salah mangan obt y ky kuwe ddine ki ki..,orang tua nk salah mangan obt y ky kuwe dine ini ini,2.0,1,1
Amin rais wis tuwek cangkeme jik.. Seneng ngaco..,tua mulut jik neng ngaco,2.0,1,1
Kalo kamu manusia apa rais,kamu manusia,0.0,0,0
Saya heran sekali...kok ada juga pengikut nya...SAMA2 tolol dan bodoh..,heran sekali ikut nya tolol bodoh,8.0,2,2
Ngomong udah ngos&quot;San ..masih aja nyinyir...bpk tolong lah brkaca..liatlah wajahmu..apa masih pantas ngomong gitu...,ngomong udah ngos kutip san aja ngomong tolong brkaca liat wajah ngomong,0.0,0,0
TUA BANGKA BUSUK OTAKNYA,tua bangka busuk otak,7.0,3,2
"Tuwek ape na bongko kok ijeh elek elek uwong leh mbah mbah, nek g seneng yo mbok na meneng mbah, mesak no anak putumu mbah",tua ape na bongko ijeh elek elek uwong leh kakek kakek nek neng iya na neng kakek mesak no anak putu kakek,2.0,1,1
Seperti orang tak berakhlak...,orang akhlak,0.0,0,0
Manusia yg terburuk di Indonesia adalah Amien rais,manusia terburuk indonesia,0.0,0,0
Semoga sehat panjang umur dan semoga panen dengan kata &quot;bijak mu pak amin Rais,moga sehat umur moga panen kutip bijak kamu,0.0,0,0
"Jokowi presiden Terburuk itu bagi Mbah Amin sengkuni,simbah selama jadi ketua MPR apa yang telah di lakukan untuk Kebaikan Negara,ngaca dulu mbah 2014 nyapres tdk ada yang milih,sdh tua bangka bau tanah bukanya bertobat mlh masih haus jabatan",presiden terburuk itu kakek licik simbah ketua laku baik negara kaca kakek nyapres milih tua bangka bau tanah buka tobat mlh haus jabat,8.5,4,3
iki wes mbah opo mbalek maneh dadi arek paut maneh,ini kakek mbalek maneh arek paut maneh,0.0,0,0
bau tanah bukane banyak istighfar malah nebar kebencian.... tobat mbah....😂😂😂😂😂,bau tanah bukane nebar benci taubat kakek,5.0,2,2
Ngomong opo bah sing plungo plongo Ki sopo,ngomong bah plungo bingung ini sopo,0.0,0,0
"HIDUP AMIN RAIS..... TENGIL.,.. PRET......",hidup menyebalkan bohong,4.0,1,2
Kebalik  Men manusia Bodoh ya. kamu. Min.min. dasar kamu gelandangan. Sampah negara.😅😅😅,balik manusia bodoh ya kamu min min dasar kamu gelandangan sampah negara,4.0,1,2
Uda bau tai Bos...,bau tai bos,5.5,2,2
Amin rais kakek terbego,kakek bego,4.0,1,2
"Gak heran indonesia di jajah belanda selama 3.5 abad, sebuah negara kecil di eropa yang oleh jerman cuma cukup 1 hari buat ngilangin negara belanda. Masalahnya adalah orang indonesia gampaang dibodohin...jokowi aja si tukang kayu bisa membodohi bangsa ini selama 10 tahun",heran indonesia jajah belanda abad negara eropa jerman ngilangin negara belanda orang indonesia gampang dibodohin aja si tukang kayu bodoh bangsa ini,4.0,1,2
orang kaya amin ko Dikasih hidup,orang kaya kasih hidup,0.0,0,0
"Ws mambu lemah ,,ojo ngoceh terus ke ,,, istigfar ,,,",ws mambu lemah ojo ngoceh,0.0,0,0
Contoh orang tua jg tokoh trburuk dalam sejarah ya itu amin rasis,contoh orang tua tokoh trburuk sejarah ya itu ras,2.0,1,1
"keluarga &amp; anak2 nya ,apa ga Malu punya orang tua seperti ini",keluarga anak nya malu orang tua ini,2.0,1,1
amin rais udah setres..percuma  pakai kopiyah atau peci..TPI GK punya itika,udah tres pakai kopiyah peci tpi itika,0.0,0,0
Terserah omong apa ajalah Pak AR<br>Ngak ngefek ke Nusantara<br>Soale Nusantara cerdas butuh fakta bicara bukan bicara tanpa ada fakta<br>Pak Jokowi nyata di hati Nusantara nyata kerjanya dan hasilnya,serah omong aja ar ngak ngefek nusantara soale nusantara cerdas butuh fakta bicara bicara fakta nyata hati nusantara nyata kerja hasil,0.0,0,0
"Amin rais manusia terjelek dimuka bumi ini  tobat Mbah kuburan udah disiapin kan,",manusia terjelek muka bumi ini taubat kakek kubur udah disiapin,0.0,0,0
Ingat ya pak amin rais kao ngaca dirimu itu yang terpuruk pak amisrais kalo pak jokowidodo baik2 saja nga kaya dirimu selalu menhujat  bapak ini ga tau malu ya uda ga punya nyali ga punya muka alias muka gedek meliatnya uda sebel 😂😂😂,ya kao kaca kamu itu puruk amisrais jokowidodo nga kaya kamu menhujat ini malu ya nyali muka alias muka gedek liat sebel,0.0,0,0
Dah pikun maklum... Usia dah 80,lupa maklum usia,0.0,0,0
Si AGUS SALH PILIH LAWAN..KACIAAAN DE LHO,si agus salh pilih lawan kaci de lho,0.0,0,0
"Wes tuek ki golek,o amal ojo malah golek duso ngonowi  min  min.",tua ini golek o amal ojo golek duso ngonowi min min,2.0,1,1
"PRESIDEN TERBAIK DI INDONESIA ADALAH PRESIDEN JOKOWIDODO.<br><br>SEDANGKAN  POLITIKUS TERBURUK DAN BERMULUT SEPERTI MULUT PEREMPUAN DI INDONESIA INI adalah AMIN RAIS ....<br>HATINYA DIPENUHI RASA DENGKI, IRI HATI, MUNAFIK DAN DIPENUHI DENGAN KEJAHATAN.",presiden baik indonesia presiden jokowidodo politikus terburuk mulut mulut perempuan indonesia ini hati penuh dengki iri hati munafik penuh jahat,3.0,1,1
"Umur segini lagi lucu lucunya, min min😊",umur gin lucu lucu min min,0.0,0,0
Maaaap  bh  jaga.ucapan mu Lo SDH tua masih mengihina or terussss tobat bh .mau mu  apa 😊😊😊😊.bok ngaca kamu ituu  😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊.km itu or iri hati  bisa nya cuma  bikin kaco .seperti.sengkuni . Bisa nya cuma menghina or terusssss 😊😊😊😊😊,map bh jaga ucap kamu kamu tua mengihina or taubat bh kamu bok kaca kamu itu kamu itu or iri hati nya bikin kaco licik nya menghina or,4.5,2,2
"Insyaf Mbaah udah tua,yg nilai Rakyat  yg  tidak berpolitik,kamu politik mengadu domba",insyaf kakek udah tua nilai rakyat politik kamu politik adu domba,2.0,1,1
Terburuk tapi kok 2 periode dan anak e juga jadi wapres. 😂😂😂😂,terburuk periode anak wapres,0.0,0,0
Cangkemu 😂😂😂😂 siap siap mlebu kubur mbah,mulut mlebu kubur kakek,0.0,0,0
dasar Amin kalau ngomong gak pakai otak.,dasar ngomong pakai otak,0.0,0,0
Sengkuni rai gedhek,licik rai gedhek,2.5,1,1
Amin Rais adalah politisi terburuk di indonesia,politis terburuk indonesia,0.0,0,0
segala ucapan dan prilaku yg diucapan akan dirasakan nya nnti sm seoarang kake yg tdk pantes berbicara sprti tdk brpndikdikan. best bp jokowi next bp prabowo❤,ucap prilaku ucap rasa nya nti seoarang kake pantes bicara sprti brpndikdikan best bp next bp,0.0,0,0
Tanda&quot; su&#39;ul khotimah,tanda kutip su ul khotimah,0.0,0,0
😂😂😂😂😂 Min minnn udh bau tanh msih cari dosa,min min bau tanh msih cari dosa,2.0,1,1
di mata saya amin rais adalah mahluk pecundang,mata mahluk cundang,0.0,0,0
Contohnya gelandangan politik yg  makhluk yg ogceh ini.. semoga cepat dapat hidayah dari Alloh SWT dan kembali kejalan yang benar Amin 🤲,contoh gelandangan politik makhluk ogceh ini moga cepat hidayah swt jalan,0.0,0,0
"Manusia udah tua  tapi mulut nya  rusak  , hati nya buduk penuh iri dengki .<br><br>Lawan  kuat nya si Amin itu<br>Menurut q hanya Kaesang....",manusia udah tua mulut nya rusak hati nya buduk penuh iri dengki lawan kuat nya si itu q kaesang,2.0,1,1
Mbah amin Iki Lo pancet ae senengane menjelek jelekan orang lain,kakek ini kamu pancet aja senengane jelek jelek orang,4.0,2,2
Barisan org sakit hati,baris orang sakit hati,0.0,0,0
Amin rais  .kalah mutlak dari jokowi.bermacam macam cara amin rais ingin menjatukn jokowi.tpi masih kalah ke pintaran.masih pintar jokowi.amin rais.....,kalah mutlak menjatukn tpi kalah pintar pintar,0.0,0,0
Wes mambu lemah sampean mbah...,mambu lemah kamu kakek,0.0,0,0
Mbah ammin ngedikane kok mboten sae to dos pundi mbah,kakek ngedikane mboten sae dos pundi kakek,0.0,0,0
"Waah pak Amin ini koq g mencalonkan diri jadi presiden ya,,padahal sangat pinter jelekin orang",ini koq calon presiden ya sangat pintar jelekin orang,0.0,0,0
"Koq terburuk,,gimana sih,,la wong rakyat memilih dia,,selama 2 periode jadi presiden,,skr anaknya jadi wakil,,gimana jeleknya..? yg ngomong ini g waras",koq terburuk gimana la orang rakyat pilih dia periode presiden skr anak wakil gimana jelek ngomong ini sehat,2.0,1,1
"Bismillahirrahmanirrahim<br>BUKA KONTEN VIRAL TENTANG AMIN RAIS ,JOKOWI,HABAIB, HURU HARA AKHIR ZAMAN,    <br>   PDPOKAN SAPU JAGAD,      <br>    PDPOKAN CAHAYA SILIWANGI,    <br>     PDPOKAN MAUNG SILIWANGI, <br>     PDPOKAN KUJANG SILIWANGI, <br>      PDPOKAN CAHAYA HATI,  <br>    CAHAYA PUTRA MANDIRI, <br>     PDPOKAN PUTRA BENGAWAN, <br>     PDPOKAN PUTRA RONGGOLAWE,     <br>   PDPOKAN SIROLAWE, <br>    LASKAR-NUR MUHAMMAD,  <br>     PDPOKAN GAUL,     <br>    PDPOKAN TIDAR,   <br>      PDPOKAN BLEDEK,    <br>     PDPOKAN SANTRI LANGIT <br>     PDPOKAN SIGER EMAS, <br>      PDPOKAN ADEM AYEM, <br>      PDPOKAN JAGAD NUSANTARA,     <br>      PDPOKAN AJI SAKA  <br>      PAKU JAGAD NUSANTARA,     <br>       PDPOKAN SEMAR BODROYONO, <br>       PDPOKAN SEKAR LEMBAYUNG, <br>      PDPOKAN LEMBAH MANAH,   <br>      PDPOKAN MACAN MAJAPAHIT, <br>     PDPOKAN MACAN KUMBANG, <br>      PDPOKAN MACAN LORENG, <br>      PDPOKAN SINGA BARONG,  <br>      PEMUDA GAUL NUSANTARA, <br>       PDPOKAN BANDUNG BANDAWASA,       <br>        PDPOKAN JAGAD NUSANTARA<br>       PDPOKAN  SANTRI LANGIT,   <br>      PDPOKAN MATARAM YOGYA, <br>     SANTRI GHOIB CERIBON, <br>      PAWANG GHOIB JEPARA <br>     SANTRI PAWANG GHOIB,<br>    SANG SANTRI,<br>        SANTRI MATOH, <br>     NSANTRI BATIK, <br>     SANTRI ANDALAS, <br>      SANTRI BRANG WETAN,   <br>      SANTRI DAENG,<br> KS CHANNEL,<br>   SANGKYAI,  <br>    INSAN PRAJA,<br>      SANG PRAJA CHANNEL,    <br>     SANTRI MBOIS, <br>SANTRI RAGIL, <br>INSAN SANTRI, <br>      NASEHAT SANG CAHAYA, KALAM YAI, <br>    CAKRAWALA SANTRI,    <br>    SANGHYANG AGENG, <br>     NASEHAT SANG KYAI,<br> PERNAH MUDA, <br>MEMBANTU PALESTINA DIPERINTAHKAN OLEH BELIAU SANGHYANG NUR CAHYANING NIRWANA, PENGUASA ALAM GHOIB,<br> UNTUK SAUDARA2 YANG BERNIAT UTK DIBIMBING MENJALANKAN AMALIAH TAUBAT DN AMALIAH YG BERSANAD TERSAMBUNG KEPADA ROSULULLOH SAW, SILAHKAN MERAPAT HUB ADMIN JAMA&#39;AH BELIAU DI CHANNEL ATAS,<br>SEMOGA SELAMAT DUNIA, AKHIRAT, AAMIIN ❤❤❤",bismilahirahmanirahim buka konten viral habaib huru hara zaman pdpokan sapu jagad pdpokan cahaya siliwangi pdpokan maung siliwangi pdpokan kujang siliwangi pdpokan cahaya hati cahaya putra mandiri pdpokan putra bengawan pdpokan putra rongolawe pdpokan sirolawe laskar nur muhammad pdpokan gaul pdpokan tidar pdpokan bledek pdpokan santri langit pdpokan siger emas pdpokan adem ayem pdpokan jagad nusantara pdpokan aji saka paku jagad nusantara pdpokan mar bodroyono pdpokan sekar lembayung pdpokan lembah manah pdpokan macan majapahit pdpokan macan kumbang pdpokan macan loreng pdpokan singa barong pemuda gaul nusantara pdpokan bandung bandawasa pdpokan jagad nusantara pdpokan santri langit pdpokan mataram yogya santri ghoib ceribon pawang ghoib jepara santri pawang ghoib sang santri santri matoh nsantri batik santri andalas santri brang wetan santri daeng ks chanel sangkyai insan praja sang praja chanel santri mbois santri ragil insan santri nasehat sang cahaya kalam yai cakrawala santri sanghyang ageng nasehat sang kyai muda bantu palestina perintah beliau sanghyang nur cahyaning nirwana kuasa alam ghoib saudara niat bimbing jalan amaliah taubat amaliah sanad sambung rosululoh saw silah rapat hub admin jama ah beliau chanel moga selamat dunia akhirat,0.0,0,0
cieeee amin rais iri sm Bpk. Jokowi,cie iri,0.0,0,0
"Amin rais ngomong sendiri yg paling hina dan rerburuk,sdh kake kake perbaikilah amal ibadah mu min amiin",ngomong hina rerburuk kake kake baik amal ibadah kamu min,0.0,0,0
Sing sabar lek Rais 👎,sabar lek,0.0,0,0
Sakit ya pak amin....istirahat dulu.....,sakit ya istirahat,0.0,0,0
😂😂GELANDANGAN POLITIK NGOCEH 🤮🤮👎👎,gelandangan politik ngoceh,0.0,0,0
